time_period,time_identifier,geographic_level,country_code,country_name,version,sex,disadvantage,ethnicity_minor,sen,number_of_students_potential,number_of_students_level3,number_of_students_alev,number_of_students_acad,number_of_students_agen,number_of_students_tlev,aps_per_entry_alev,aps_per_entry_grade_alev,aps_per_entry_acad,aps_per_entry_grade_acad,aps_per_entry_agen,aps_per_entry_grade_agen,aps_per_entry_tlev,aps_per_entry_grade_tlev,pc_achieving_atleast_two_substantial_lev3,pc_achieving_atleast_two_alev,pc_achieving_atleast_two_substantial_lev3_acad,entered_for_one_or_more_alev_or_applied,aps_per_entry_best3,aps_per_entry_grade_best3,pc_achieving_3_astar_to_a_alev,pc_achieving_aab_or_better_alev,entered_for_one_or_more_alev,pc_achieving_aab_or_better_atleast_two_facilitating_alev,entered_any_level3_vocational_excluding_applied_generals,pc_level3_vocational_students_entered_tech_levels,entered_any_level3_vocational_excluding_tech_levels,pc_level3_vocational_students_entered_applied_generals,number_of_students_highest_entry_was_l2,pc_level2_vocational_students_entered_technicalcertificate,number_of_students_technicalcertificate,aps_per_entry_technicalcertificate,aps_per_entry_grade_technicalcertificate
202021,Academic year,National,E92000001,England,Final,Female,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,3103,2810,2571,2598,565,52,41.871,B+,41.8934,B+,33.9316,Dist,33.0667,Dist-,96.94,92.843,92.34,2212,42.0615,B+,29.43,42.315,2212,34.087,306,16.993,785,71.975,65,3.077,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,4520,3670,3063,3127,1006,189,35.2448,B-,35.3024,B-,29.3295,Merit+,30.5567,Dist-,94.332,89.292,88.391,2545,36.0157,B-,19.057,27.701,2545,25.383,406,46.552,1230,84.065,267,6.367,22,5.2848,L2Pass+
202324,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,4273,3573,2930,2983,967,177,34.5646,C+,34.5829,C+,28.2942,Merit+,29.6835,Merit+,93.283,88.84,88.066,2449,35.0088,B-,19.151,27.317,2449,24.826,366,48.361,1164,85.997,258,8.915,27,5.6028,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,4180,3431,2799,2862,942,234,34.6292,C+,34.713,C+,28.3115,Merit+,29.0769,Merit+,94.171,88.639,87.526,2358,35.1866,B-,19.296,27.014,2358,23.707,436,53.67,1141,84.663,187,5.882,12,5.6915,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,3946,3197,2616,2672,860,208,38.0895,B-,38.1625,B-,31.3534,Dist-,32.8139,Dist-,97.529,90.826,89.933,2172,38.5988,B,26.75,36.326,2172,31.768,405,51.358,1043,82.646,66,10.606,7,6.14,L2Merit
202021,Academic year,National,E92000001,England,Final,Male,Non-Disadvantaged,Asian or Asian British - Any other Asian background,All,3176,2619,2274,2317,590,114,40.4166,B,40.4881,B,31.3979,Dist-,32.9634,Dist-,94.616,91.689,90.937,1933,40.5035,B,29.384,40.3,1933,36.161,507,22.485,955,62.513,117,11.111,17,4.6953,L2Pass-
202425,Academic year,National,E92000001,England,Provisional,All,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,All,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Female,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Female,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,All,All,Asian or Asian British - Bangladeshi,All,10374,8202,6003,6093,3242,352,32.8837,C+,32.8754,C+,30.5624,Dist-,29.1846,Merit+,92.892,85.474,84.392,4749,33.5593,C+,12.045,20.215,4749,15.224,768,45.964,3641,90.085,709,6.911,58,4.9548,L2Pass
202324,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,All,10419,8441,6257,6337,3183,358,32.2681,C+,32.2436,C+,29.2362,Merit+,28.2452,Merit+,92.465,85.952,85.056,4939,32.9034,C+,11.379,18.607,4939,14.355,800,44.875,3609,89.415,663,7.692,78,5.4353,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,All,10036,8046,5964,6046,3042,388,31.8867,C+,31.931,C+,29.7098,Merit+,29.9862,Merit+,93.686,86.167,85.313,4748,32.3041,C+,10.257,17.355,4748,12.405,775,50.065,3413,90.126,396,10.606,46,5.6657,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,All,10190,8159,5889,5960,3230,415,35.6249,B-,35.5967,B-,31.9432,Dist-,30.6252,Dist-,96.078,87.044,86.258,4589,36.0311,B-,16.431,25.714,4589,18.087,846,49.173,3590,90,161,8.696,15,5.2551,L2Pass+
202021,Academic year,National,E92000001,England,Final,All,All,Asian or Asian British - Bangladeshi,All,8386,6646,5409,5502,2015,256,38.6101,B,38.6,B,33.2762,Dist-,31.5354,Dist-,94.598,88.538,87.296,4435,38.5066,B,21.33,32.424,4435,23.134,1389,18.431,3067,66.319,304,8.882,33,5.7655,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Female,All,Asian or Asian British - Bangladeshi,All,5179,4322,3290,3328,1682,130,33.1982,C+,33.1869,C+,31.3056,Dist-,29.5618,Merit+,94.331,85.167,84.285,2563,33.9121,C+,10.417,19.274,2563,13.305,322,40.373,1854,90.939,255,3.922,11,5.6316,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,All,5148,4414,3399,3438,1649,137,32.9619,C+,32.9549,C+,30.5105,Dist-,26.9326,Merit+,94.178,86.555,85.777,2620,33.5967,C+,10.687,18.282,2620,12.672,338,40.828,1828,90.372,239,4.184,15,5.0096,L2Pass
202223,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,All,5004,4249,3293,3328,1575,131,32.3903,C+,32.4677,C+,30.5322,Dist-,29.2523,Merit+,95.034,86.547,85.907,2574,32.8684,C+,9.169,16.939,2574,10.995,301,43.522,1727,91.257,120,2.5,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,All,5146,4412,3337,3370,1705,160,35.9873,B-,35.9466,B-,33.3995,Dist,28.9157,Merit+,97.031,86.964,86.231,2557,36.3512,B-,15.018,24.873,2557,15.878,329,48.632,1846,92.362,49,8.163,5,5.9375,L2Merit
202021,Academic year,National,E92000001,England,Final,Female,All,Asian or Asian British - Bangladeshi,All,4333,3630,3020,3049,1088,106,39.2754,B,39.2688,B,35.0203,Dist,31.0429,Dist-,95.207,88.51,87.898,2461,38.9923,B,20.154,32.426,2461,20.561,639,16.588,1561,69.763,119,5.882,8,5.84,L2Merit
202425,Academic year,National,E92000001,England,Provisional,Male,All,Asian or Asian British - Bangladeshi,All,5195,3880,2713,2765,1560,222,32.5101,C+,32.5044,C+,29.7983,Merit+,28.9516,Merit+,91.289,85.846,84.521,2186,33.1458,C+,13.952,21.317,2186,17.475,446,50,1787,89.2,454,8.59,47,4.8052,L2Pass-
202324,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,All,5271,4027,2858,2899,1534,221,31.4696,C,31.4216,C,27.937,Merit+,29.1395,Merit+,90.589,85.234,84.201,2319,32.1202,C+,12.16,18.974,2319,16.257,462,47.835,1781,88.433,424,9.67,63,5.5332,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,All,5032,3797,2671,2718,1467,257,31.2788,C,31.2825,C,28.8758,Merit+,30.4236,Dist-,92.178,85.698,84.584,2174,31.636,C,11.546,17.847,2174,14.075,474,54.219,1686,88.968,276,14.13,43,5.6469,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,All,5044,3747,2552,2590,1525,255,35.1629,B-,35.1517,B-,30.3784,Dist-,31.8572,Dist-,94.956,87.147,86.293,2032,35.6283,B-,18.209,26.772,2032,20.866,517,49.516,1744,87.5,112,8.929,10,4.9242,L2Pass
202021,Academic year,National,E92000001,England,Final,Male,All,Asian or Asian British - Bangladeshi,All,4053,3016,2389,2453,927,150,37.7845,B-,37.7712,B-,31.3077,Dist-,31.9158,Dist-,93.866,88.573,86.547,1974,37.901,B-,22.796,32.421,1974,26.342,750,20,1506,62.749,185,10.811,25,5.7443,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,All,Disadvantaged,Asian or Asian British - Bangladeshi,All,3981,2901,1981,2013,1274,129,32.0109,C+,31.9913,C+,30.5255,Dist-,27.8775,Merit+,91.038,83.544,82.315,1543,32.6399,C+,10.564,18.082,1543,13.091,311,41.479,1447,88.666,361,6.371,27,5.2,L2Pass+
202324,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,All,4153,3135,2166,2195,1382,163,31.0243,C,31.0018,C,28.938,Merit+,27.3651,Merit+,91.324,83.426,82.369,1623,31.7457,C+,9.735,15.342,1623,11.83,373,43.7,1587,88.217,348,6.322,33,5.4664,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,All,4034,3031,2102,2127,1308,158,30.7356,C,30.7634,C,29.6818,Merit+,30.119,Dist-,93.006,84.015,83.263,1598,31.2599,C,8.198,15.269,1598,10.701,306,51.634,1459,90.679,198,11.616,24,5.5765,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,All,4300,3210,2116,2148,1454,169,34.3967,C+,34.3784,C+,32.2018,Dist-,28.8435,Merit+,95.421,85.208,84.171,1613,34.5877,C+,12.833,21.513,1613,14.011,370,45.676,1628,89.312,81,6.173,5,5.5625,L2Merit-
202021,Academic year,National,E92000001,England,Final,All,Disadvantaged,Asian or Asian British - Bangladeshi,All,3563,2647,2047,2084,888,95,37.4496,B-,37.4312,B-,33.0393,Dist-,30.9445,Dist-,93.615,87.25,85.988,1668,37.2202,B-,18.046,29.077,1668,19.664,605,15.702,1358,65.906,169,10.059,21,5.5592,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Female,Disadvantaged,Asian or Asian British - Bangladeshi,All,2007,1559,1106,1119,692,49,32.3764,C+,32.3675,C+,31.3863,Dist-,26.9526,Merit+,92.944,82.64,81.68,840,33.1429,C+,9.524,17.5,840,11.19,127,38.583,764,90.576,141,4.255,7,6.2708,L2Merit+
202324,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,All,2078,1684,1209,1223,739,71,31.8598,C+,31.8487,C+,30.2139,Dist-,25.2441,Merit,93.112,82.878,81.93,880,32.5152,C+,10,15.795,880,10.795,171,41.52,833,88.836,125,4,9,4.375,L1Dist+
202223,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,All,2010,1605,1179,1190,684,49,30.9815,C,31.0345,C,30.1391,Dist-,28.9888,Merit+,94.642,84.309,83.697,869,31.5727,C,6.444,14.384,869,8.976,116,42.241,749,91.455,71,2.817,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,All,2178,1764,1230,1245,769,63,34.9648,C+,34.9005,C+,33.3915,Dist,26.1083,Merit,96.372,84.959,83.936,932,34.8856,C+,11.91,20.601,932,11.481,147,42.857,843,91.222,23,13.043,3,5.5,L2Merit-
202021,Academic year,National,E92000001,England,Final,Female,Disadvantaged,Asian or Asian British - Bangladeshi,All,1884,1492,1195,1207,482,44,38.3294,B-,38.3001,B-,35.0168,Dist,29.6641,Merit+,94.571,87.197,86.578,967,37.88,B-,17.684,29.162,967,17.166,299,14.716,704,68.466,68,5.882,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Disadvantaged,Asian or Asian British - Bangladeshi,All,1974,1342,875,894,582,80,31.5597,C,31.5262,C,29.5208,Merit+,28.5148,Merit+,88.823,84.686,83.11,703,32.0389,C+,11.807,18.777,703,15.363,184,43.478,683,86.53,220,7.727,20,4.838,L2Pass
202324,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,All,2075,1451,957,972,643,92,30.0135,C,29.9758,C,27.49,Merit+,29.2568,Merit+,89.249,84.117,82.922,743,30.8345,C,9.421,14.805,743,13.055,202,45.545,754,87.533,223,7.623,24,5.8678,L2Merit
202223,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,All,2024,1426,923,937,624,109,30.4303,C,30.427,C,29.2094,Merit+,30.6785,Dist-,91.164,83.64,82.711,729,30.8871,C,10.288,16.324,729,12.757,190,57.368,710,89.859,127,16.535,22,5.5063,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,All,2122,1446,886,903,685,106,33.622,C+,33.6721,C+,30.8951,Dist-,30.7102,Dist-,94.26,85.553,84.496,681,34.1801,C+,14.097,22.761,681,17.474,223,47.534,785,87.261,58,3.448,2,5.6429,L2Merit-
202021,Academic year,National,E92000001,England,Final,Male,Disadvantaged,Asian or Asian British - Bangladeshi,All,1679,1155,852,877,406,51,36.2387,B-,36.2386,B-,30.8733,Dist-,32.2838,Dist-,92.381,87.324,85.177,701,36.31,B-,18.545,28.959,701,23.11,306,16.667,654,63.15,101,12.871,16,5.5583,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,6393,5301,4022,4080,1968,223,33.3063,C+,33.3028,C+,30.5871,Dist-,29.9943,Merit+,93.907,86.425,85.417,3206,34.0019,C+,12.757,21.241,3206,16.251,457,49.015,2194,91.021,348,7.471,31,4.7522,L2Pass-
202324,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,6266,5306,4091,4142,1801,195,32.8965,C+,32.8679,C+,29.4726,Merit+,28.9246,Merit+,93.14,87.289,86.48,3316,33.47,C+,12.183,20.205,3316,15.591,427,45.902,2022,90.356,315,9.206,45,5.4119,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,6002,5015,3862,3919,1734,230,32.4926,C+,32.5439,C+,29.7318,Merit+,29.893,Merit+,94.098,87.338,86.425,3150,32.8339,C+,11.302,18.413,3150,13.27,469,49.041,1954,89.713,198,9.596,22,5.756,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,5890,4949,3773,3812,1776,246,36.2941,B-,36.2613,B-,31.7152,Dist-,31.8555,Dist-,96.504,88.073,87.434,2976,36.8134,B-,18.38,27.991,2976,20.296,476,51.891,1962,90.571,80,11.25,10,5.1061,L2Pass
202021,Academic year,National,E92000001,England,Final,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,4823,3999,3362,3418,1127,161,39.305,B,39.299,B,33.4839,Dist,31.9011,Dist-,95.249,89.322,88.092,2767,39.282,B,23.31,34.442,2767,25.226,784,20.536,1709,66.647,135,7.407,12,6.1892,L2Merit+
202425,Academic year,National,E92000001,England,Provisional,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,3172,2763,2184,2209,990,81,33.6068,C+,33.5931,C+,31.2459,Dist-,31.3651,Dist-,95.114,86.447,85.604,1723,34.2871,C+,10.853,20.139,1723,14.335,195,41.538,1090,91.193,114,3.509,c,c,c
202324,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,3070,2730,2190,2215,910,66,33.5384,C+,33.5295,C+,30.7691,Dist-,28.6678,Merit+,94.835,88.584,87.901,1740,34.1437,C+,11.034,19.54,1740,13.621,167,40.12,995,91.658,114,4.386,6,6.025,L2Merit
202223,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,2994,2644,2114,2138,891,82,33.1462,C+,33.2337,C+,30.8473,Dist-,29.4041,Merit+,95.272,87.796,87.138,1705,33.5288,C+,10.557,18.24,1705,12.023,185,44.324,978,91.104,49,2.041,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,2968,2648,2107,2125,936,97,36.5701,B-,36.5414,B-,33.4066,Dist,30.753,Dist-,97.47,88.135,87.576,1625,37.1918,B-,16.8,27.323,1625,18.4,182,53.297,1003,93.32,26,3.846,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,2449,2138,1825,1842,606,62,39.8845,B,39.8912,B,35.0232,Dist,32.1639,Dist-,95.65,89.37,88.762,1494,39.7122,B,21.754,34.538,1494,22.758,340,18.235,857,70.828,51,5.882,3,6.3333,L2Merit+
202425,Academic year,National,E92000001,England,Provisional,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,3221,2538,1838,1871,978,142,32.956,C+,32.9632,C+,29.9647,Merit+,29.2041,Merit+,92.593,86.398,85.195,1483,33.6705,C+,14.97,22.522,1483,18.476,262,54.58,1104,90.851,234,9.402,27,4.7822,L2Pass-
202324,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,3196,2576,1901,1927,891,129,32.1761,C+,32.1212,C+,28.2585,Merit+,29.0655,Merit+,91.343,85.797,84.847,1576,32.7263,C+,13.452,20.939,1576,17.766,260,49.615,1027,89.094,201,11.94,39,5.3237,L2Pass+
202223,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,3008,2371,1748,1781,843,148,31.715,C+,31.7218,C+,28.6172,Merit+,30.2231,Dist-,92.788,86.785,85.57,1445,32.0138,C+,12.18,18.616,1445,14.74,284,52.113,976,88.32,149,12.081,21,5.784,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,2922,2301,1666,1687,840,149,35.9548,B-,35.9167,B-,29.9322,Merit+,32.6802,Dist-,95.393,87.995,87.255,1351,36.3583,B-,20.281,28.793,1351,22.576,294,51.02,959,87.696,54,14.815,8,4.7308,L2Pass-
202021,Academic year,National,E92000001,England,Final,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,All,2374,1861,1537,1576,521,99,38.6285,B,38.6082,B,31.7002,Dist-,31.7336,Dist-,94.788,89.265,87.31,1273,38.7772,B,25.137,34.328,1273,28.123,444,22.297,852,62.441,84,8.333,9,6.1429,L2Merit
202425,Academic year,National,E92000001,England,Provisional,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,All,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,All,All,Asian or Asian British - Chinese,All,3221,2876,2676,2717,496,47,40.8234,B,40.8358,B,32.5725,Dist-,33.6769,Dist,97.809,93.946,93.596,2360,41.3347,B,30.466,43.051,2360,38.093,194,24.227,634,78.864,102,8.824,c,c,c
202324,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,All,2295,2056,1872,1914,327,48,40.5774,B,40.5886,B,31.6287,Dist-,31.888,Dist-,96.644,94.818,94.148,1670,40.9242,B,28.802,40.12,1670,35.03,179,26.816,446,73.767,65,4.615,c,c,c
202223,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,All,2060,1827,1673,1703,300,61,39.7251,B,39.7003,B,32.4666,Dist-,30.9375,Dist-,97.154,94.62,94.363,1472,40.0136,B,27.106,38.179,1472,31.997,167,36.527,397,75.819,31,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,All,1908,1688,1535,1574,282,49,43.5787,B+,43.5732,B+,33.7793,Dist,34.8458,Dist,98.4,94.137,93.52,1348,43.9466,B+,36.647,49.258,1348,40.653,144,34.028,368,76.63,12,8.333,c,c,c
202021,Academic year,National,E92000001,England,Final,All,All,Asian or Asian British - Chinese,All,1816,1646,1513,1550,246,47,45.7699,A-,45.812,A-,33.8381,Dist,37.7492,Dist+,96.78,94.448,93.677,1347,45.756,A-,42.687,56.496,1347,48.775,217,21.659,406,62.069,25,16,5,6.5,L2Dist-
202425,Academic year,National,E92000001,England,Provisional,Female,All,Asian or Asian British - Chinese,All,1583,1434,1353,1367,235,c,40.9457,B,40.9751,B,32.4501,Dist-,c,c,97.908,94.826,94.587,1207,41.4002,B,29.163,42.088,1207,34.797,89,12.36,308,76.623,41,4.878,c,c,c
202324,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Chinese,All,1150,1041,964,984,167,20,41.1929,B,41.1864,B,33.0324,Dist-,29.2486,Merit+,96.734,94.813,94.004,847,41.4522,B,29.988,42.621,847,34.829,90,22.222,231,72.727,23,4.348,c,c,c
